,club,codeid,div,draws,english,gagainst,gscores,loss,netscore,plays,points,rank,team,wins,year
1180,辽宁FC,LNFC,超,12,Liaoning FC,48,41,12,-7,33,421.25,10,辽宁宏运,9,2013
1181,上海东亚,SHEA,超,9,Shanghai Dongya,37,40,13,3,32,418.75,11,上海上港,10,2013
1182,上海申花联盛,SHSW,超,11,Shanghai Shenhua Liansheng,39,38,9,-1,31,402.5,12,上海申花联盛,11,2013
1183,天津泰达,TJTED,超,7,Tianjin TEDA,45,37,13,-8,32,392.5,13,天津泰达,12,2013
1184,青岛中能,QDJN,超,11,Qingdao Jonoon,48,33,14,-15,33,381.25,14,青岛中能,8,2013
1185,长春亚泰,CCYT,超,8,Changchun Yatai,42,30,15,-12,32,372.5,15,长春亚泰,9,2013
1186,河南建业,HAJY,甲,8,Henan Jianye,22,52,5,30,32,355,16,河南建业,19,2013
1187,广东日之泉,GDSC,甲,7,Guangdong Sunray Cave,34,54,8,20,33,348.75,17,广东日之泉,18,2013
1188,大连毅腾,DLYT,甲,6,Dalian Yiteng,34,60,7,26,32,345,18,哈尔滨毅腾,19,2013
1189,重庆力帆,CQLF,甲,6,Chongqing Lifan,30,51,8,21,32,332.5,19,重庆力帆,18,2013
1190,深圳红钻,SZRB,甲,4,Shenzhen Ruby,59,54,12,-5,32,290,20,深圳红钻,16,2013
1191,沈阳沈北,SYSB,甲,10,Shenyang Shenbei,40,47,9,7,32,276.25,21,沈阳沈北,13,2013
1192,石家庄永昌骏豪,SJZEB,甲,10,Shijiazhuang YC&JH,28,28,11,0,32,245,22,石家庄永昌骏豪,11,2013
1193,北京八喜联合竞技,BJBX,甲,9,Beijing Baxy FC,42,35,11,-7,31,227.5,23,北京八喜,11,2013
1194,天津松江,TJSJ,甲,11,Tianjin Songjiang,39,33,12,-6,32,220,24,天津松江,9,2013
1195,湖南湘涛,HNBL,甲,9,Hunan Billows,43,30,15,-13,32,195,25,湖南湘涛,8,2013
1196,北京理工,BJBIT,甲,5,Beijing BIT,45,33,16,-12,31,190,26,北京理工,10,2013
1197,武汉卓尔,WHZL,超,8,Wuhan Zall,58,24,20,-34,31,190,27,武汉卓尔,3,2013
1198,重庆FC,CQFC,甲,8,Chongqi FC,41,27,16,-14,32,190,28,重庆FC,8,2013
1199,河北中基,HEZJ,乙,4,Hebei Zhongji,15,42,4,27,21,189.87,29,河北中基,13,2013
1200,延边长白虎,YBFC,甲,7,Yanbian Baekdu Tigers,55,42,15,-13,31,185,30,延边长白虎,9,2013
1201,青岛海牛,QDHN2,乙,5,Qingdao Hainiu,5,36,0,31,19,179.61,31,青岛海牛,14,2013
1202,成都谢菲联,CDBD,甲,9,Chengdu Blades,37,27,15,-10,31,167.5,32,成都谢菲联,7,2013
1203,湖北华凯尔,HBCK,甲,6,Hubei China Kyle,44,27,17,-17,31,165,33,湖北华凯尔,8,2013
1204,武汉宏兴,WHHX,丙,4,Wuhan Hongxing,12,35,1,23,14,157.25,34,武汉宏兴,9,2013
1205,贵州智诚,GZZC,甲,11,Guizhou Zhicheng,47,30,15,-17,31,145,35,贵州智诚,5,2013
1206,梅州客家,MZKJ,乙,3,Meizhou Kejia,9,32,1,23,14,142.35,36,梅州客家,10,2013
1207,深圳风鹏,SZFP,乙,3,Shenzhen Fengpeng,21,32,5,11,18,142.06,37,深圳风鹏,10,2013
1208,青海森科,QHSK,乙,5,Qinghai Senke,18,26,6,8,18,130.79,38,青海森科,7,2013
1209,青岛鲲鹏,QDKP,丙,2,Qingdao Kunpeng,9,31,3,22,13,124.5,39,青岛鲲鹏先楚国际,8,2013
1210,昆明锐龙,KMRL,乙,4,Kunming Ruilong,36,15,9,-21,16,112.72,40,大理锐龙,3,2013
1211,丽江嘉云昊,LJJYH,乙,1,Lijiang Jiayunhao,12,19,5,7,14,107.06,41,丽江嘉云昊,8,2013
1212,山东滕鼎,SDTD,乙,6,Shandong Tengding,14,22,6,8,19,102.89,42,山东滕鼎,7,2013
1213,沈阳东进,SYDJ,乙,4,Shenyang Dongjin,25,19,7,-6,16,100.66,43,沈阳东进,5,2013
1214,大连台安,DLTA,丙,4,Dalian Tai'an Brother,6,30,0,24,11,99.25,44,大连台安老哥们,7,2013
1215,柳州柳粤,LZLY,丙,3,Liuzhou Liuyue,12,20,3,8,11,89.5,45,广西花红消肿,5,2013
1216,苏州锦富新材,SZJF,丙,2,Suzhou Jinfu,17,33,4,16,12,87.25,46,苏州锦富新材,6,2013
1217,梅县客家,MXHK,乙,5,Meixian Hakka,19,12,6,-7,15,86.176,47,梅县超柏力斯,4,2013
1218,上海嘉定博击,SHBK,丙,2,Shanghai Boji,12,29,3,17,11,85.75,48,上海博击市政,6,2013
1219,沈阳河畔,SYHP,丙,2,Shenyang Hepan,20,31,4,11,12,85,49,沈阳河畔花城,6,2013
1220,淄博星期天,ZBSUN,丙,2,Zibo Sunday,21,23,4,2,12,80.5,50,淄博星期天,6,2013
1221,河北英利,HEYL,丙,2,Hebei Yingli,9,25,2,16,10,76,51,河北英利,6,2013
1222,湖北华创工程,HBHC,丙,1,Hubei Huachuang,11,13,5,2,11,73.25,52,湖北华创工程,5,2013
1223,河南东方今典,HAOC,丙,2,Henan Oriental Classic,31,20,4,-11,11,71.5,53,河南东方今典,5,2013
1224,武汉东风本田,WHDH,丙,1,Wuhan Dongfeng Honda,16,19,5,3,11,71.25,54,武汉东风本田,5,2013
1225,杭州芝浦,HZZP,丙,2,Hangzhou Zhipu,15,18,5,3,11,66.25,55,杭州芝浦,4,2013
1226,陕西老城根,SNLCG,乙,3,Shaanxi Laochenggen,22,18,9,-4,14,63.971,56,陕西老城根,2,2013
1227,天津京铁火车头,TJHCT,乙,6,Jingtie Locomotive,11,7,5,-4,14,59.211,57,天津火车头,3,2013
1228,江西联盛,JJLS,乙,6,Jiangxi Liansheng,14,9,4,-5,12,52.941,58,江西联盛,2,2013
1229,包头南郊,BTNJ,丙,0,Baotou Nanjiao,33,26,7,-7,11,51.5,59,包头南郊联社,4,2013
1230,新疆青年,XJY.,杯,0,Xingjiang Youth,5,3,1,-2,2,37.5,60,新疆青年,1,2013
1231,黑龙江田丰油化,DQTF,丙,0,Heilongjiang Tianfeng,24,10,5,-14,11,36,61,大庆田丰油化,6,2013
1232,长春地铁,CCSB,丙,3,Changchun Subway,18,14,3,-4,9,32.5,62,长春轻轨,3,2013
1233,湖南体彩,HNTC,丙,0,Hunan Ticai,11,11,2,0,5,30,63,湖南体彩,3,2013
1234,辽宁青年,LNY.,乙,4,Liaoning Youth,45,11,10,-34,15,27.632,64,辽宁青年,1,2013
1235,青岛交运,QDJW,丙,1,Qingdao Jowin,6,12,2,6,5,25,65,青岛交运,2,2013
1236,厦门东屿行,XMDYH,丙,2,Xiamen Dongyuhang,7,8,2,1,5,21.25,66,厦门东屿行,1,2013
1237,齐齐哈尔北狼,QQNW,丙,0,Qiqihar North Wolf,16,8,4,-8,6,20,67,齐齐哈尔中建商砼,2,2013
1238,桂林天龙,GLTL,丙,0,Guilin Tianlong,20,5,4,-15,5,15,68,桂林天龙,1,2013
1239,甘肃政法学院,GSIPL.,丙,1,Gansu Institute of PS & L,15,8,4,-7,6,15,69,甘肃政法学院,1,2013
1240,甘肃奥鑫,GSAX,乙,2,Gansu Aoxin FC,36,7,12,-29,14,7.8947,70,甘肃奥鑫826,0,2013
1241,胶州风发,JZFF,杯,0,Jiaozhou Fengfa FC,2,1,1,-1,1,7.5,71,胶州风发,0,2013
1242,大连龙卷风,DLTO,杯,0,Dalian Tornado,2,1,1,-1,1,7.5,72,大连银行龙卷风,0,2013
1243,上海同济大学,SHTJU.,杯,0,Shanghai Tongji U.,5,2,1,-3,1,7.5,73,上海同济大学,0,2013
1244,长春光华学院,CCGHU.,丙,1,Changchun Guanghua U.,20,2,5,-18,6,7.5,74,长春光华学院,0,2013
1245,重庆建设雅马哈,CQJY,丙,0,Chongqing Jianshe Yamaha,22,4,6,-18,6,5,75,重庆建设雅马哈,0,2013
1246,广东行威,GDXW,丙,0,Guangdong Xingwei,14,3,3,-11,3,2.5,76,广东行威,0,2013
1247,义乌足协,YWFA.,丙,0,Yiwu FA Team.,17,2,3,-15,3,2.5,77,义乌土木建设,0,2013
1248,丽水足协,LSFA.,丙,0,Lishui FA Team,18,2,3,-16,3,2.5,78,丽水贷贷帮,0,2013
1249,贵港皓宇,GGHY,丙,0,Guigang Haoyu,22,2,3,-20,3,2.5,79,贵港皓宇,0,2013
1250,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名/冠名,胜,2014
1251,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2014
1252,广州恒大,GZEG,亚,5,Guangzhou Evergrande,43,95,10,52,43,995,1,广州恒大,28,2014
1253,北京国安,BJGA,亚,8,Beijing Guoan,34,66,7,32,40,877.5,2,北京国安,25,2014
1254,山东鲁能泰山,SDLT,亚,15,Shandong Luneng Taishan,45,64,10,19,43,738.75,3,山东鲁能泰山,18,2014
1255,广州富力,GZRF,超,6,Guangzhou R&F,41,70,8,29,32,622.5,4,广州富力,18,2014
1256,江苏舜天,JSST,超,10,Jiangsu Guoxin-Sainty,53,52,12,-1,37,557.5,5,江苏国信舜天,15,2014
1257,贵州人和,SNBR,亚,9,Guizhou Renhe,48,44,16,-4,39,545,6,贵州人和茅台,14,2014
1258,上海东亚,SHEA,超,13,Shanghai East Asia,39,47,6,8,31,510,7,上海上港,12,2014
1259,上海绿地,SHGL,超,11,Shanghai Greenland,53,42,13,-11,35,462.5,8,上海绿地申花,11,2014
1260,天津泰达,TJTED,超,9,Tianjin TEDA,48,42,12,-6,31,412.5,9,天津泰达,10,2014
1261,上海申鑫,SHHY,超,6,Shanghai Shenxin,48,32,16,-16,33,412.5,10,上海申鑫,11,2014
1262,河南建业,HAJY,超,13,Henan Jianye,41,39,12,-2,33,390,11,河南建业,8,2014
1263,杭州绿城,ZJGT,超,10,Hangzhou Greentown,62,45,14,-17,32,368.75,12,杭州绿城,8,2014
1264,辽宁FC,LNFC,超,10,Liaoning FC,48,33,13,-15,31,360,13,辽宁宏运,8,2014
1265,重庆力帆,CQLF,甲,10,Chongqing Lifan,27,62,4,35,32,350,14,重庆力帆,18,2014
1266,长春亚泰,CCYT,超,8,Changchun Yatai,43,35,15,-8,31,342.5,15,长春亚泰,8,2014
1267,青岛中能,QDJN,甲,9,Qingdao Jonoon,33,50,8,17,34,323.75,16,青岛中能,17,2014
1268,大连阿尔滨,DLARB,超,11,Dalian Aerbin,47,32,14,-15,31,312.5,17,大连阿尔滨,6,2014
1269,武汉卓尔,WHZL,甲,3,Wuhan Zall,32,46,10,14,31,300,18,武汉卓尔,18,2014
1270,石家庄永昌,SJZEB,甲,6,"Shijiazhuang
  Yongchang",29,42,8,13,31,300,19,石家庄永昌,17,2014
1271,北京八喜联合竞技,BJBX,甲,14,"Beijing
  Baxy",29,47,3,18,31,297.5,20,北京八喜,14,2014
1272,青岛海牛,QDHN2,甲,12,"Qingdao
  Hainiu",59,46,15,-13,36,267.5,21,青岛海牛,9,2014
1273,湖南湘涛,HNBL,甲,10,"Hunan
  Billows",35,39,10,4,32,258.75,22,湖南湘涛,12,2014
1274,天津松江,TJSJ,甲,8,"Tianjin
  Songjiang",36,40,12,4,32,248.75,23,天津松江,12,2014
1275,哈尔滨毅腾,DLYT,超,7,"Harbin
  Yiteng",56,35,19,-21,31,240,24,哈尔滨毅腾,5,2014
1276,北京理工,BJBIT,甲,5,"Beijing
  BIT",59,52,15,-7,32,237.5,25,北京理工,12,2014
1277,梅州客家,MZKJ,乙,1,"Meizhou
  Kejia",15,57,6,42,24,232.5,26,梅州客家,17,2014
1278,贵州智诚,GZZC,乙,5,"Guizhou
  Zhicheng",19,49,4,30,24,221.07,27,贵州智诚,15,2014
1279,沈阳中泽,SYZZ,甲,11,"Shenyang
  Zhongze",31,33,12,2,32,220,28,沈阳中泽,9,2014
1280,深圳红钻,SZRB,甲,11,"Shenzhen
  Ruby",44,36,12,-8,32,218.75,29,深圳小牛红钻,9,2014
1281,广东日之泉,GDSC,甲,12,"Guangdong
  Sunray Cave",48,38,13,-10,32,195,30,广东日之泉,7,2014
1282,武汉宏兴,WHHX,丙,4,"Wuhan
  Hongxing",6,22,0,16,14,194.25,31,武汉宏兴,10,2014
1283,江西联盛,JJLS,乙,5,"Jiangxi
  Liansheng",14,36,4,22,23,193.93,32,江西联盛,14,2014
1284,新疆天山雪豹,HBCK,甲,11,"Xinjiang
  Tianshan Leopard",36,31,12,-5,31,190,33,达坂城纳欢,8,2014
1285,丽江嘉云昊,LJJYH,乙,7,"Lijiang
  Jiayunhao",19,26,6,7,22,184.11,34,丽江嘉云昊,9,2014
1286,延边长白山,YBFC,甲,9,"Yanbian
  Baekdu",60,33,19,-27,33,165,35,延边泉阳泉,5,2014
1287,大连超越,DLTR,乙,7,"Dalian
  Transcendence",13,34,2,21,18,161.58,36,大连超越,9,2014
1288,河北中基,HEZJ,甲,11,"Hebei
  Zhongji",56,31,14,-25,31,160,37,河北中基,6,2014
1289,太原中优嘉怡,SXJY,乙,6,"Taiyuan
  Zhongyou Jiayi",10,30,2,20,19,154.01,38,太原中优嘉怡,11,2014
1290,成都天诚谢菲联,CDTC,甲,8,"Chengdu
  Tiancheng",47,30,17,-17,31,145,39,成都天诚,6,2014
1291,广东肇庆恒泰,ZQHT,丙,5,"Zhaoqing
  Hengtai",12,36,2,24,15,141.5,40,广东肇庆恒泰,8,2014
1292,大连龙卷风,DLTO,丙,2,"Dalian
  Tornado",4,23,1,19,13,135,41,大连龙卷风,10,2014
1293,梅县客家,MXHK,乙,5,"Meixian
  Hakka",21,28,5,7,18,134.29,42,梅县俊诚客家,8,2014
1294,银川贺兰山,YCHLS,乙,3,"Yinchuan
  Helanshan",14,21,5,7,17,124.08,43,宁夏杞动力,9,2014
1295,南京钱宝,NJQB,乙,1,"Nanjing
  Qianbao",11,19,5,8,16,120.53,44,南京钱宝,10,2014
1296,青岛黄海制药,QDHY,丙,4,"Qingdao
  Huanghai",13,46,2,33,14,113,45,青岛黄海制药,8,2014
1297,沈阳维士,SYWS,丙,1,"Shanyang
  Wit Reaity",15,27,4,12,13,105,46,沈阳维士,8,2014
1298,沈阳东进,SYDJ,乙,2,"Shenyang
  Dongjin",29,17,8,-12,16,104.61,47,沈阳东进能量水,6,2014
1299,安徽力天,AHLT,丙,1,"Anhui
  Litian",12,23,2,11,10,84.5,48,安徽力天,7,2014
1300,大连海龙星,DLHLX,丙,2,Dalian Hailongxing,10,23,1,13,9,79.5,49,大连海龙星,6,2014
1301,广西龙桂达,GXLGD,丙,2,Guangxi Longguida,9,13,2,4,10,79,50,广西龙桂达,6,2014
1302,四川力达士,SCLDS,乙,2,Sichuan Leaders,37,11,12,-26,18,76.786,51,四川力达士,4,2014
1303,包头南郊,BTNJ,丙,1,Baotou Lucheng,18,19,6,1,12,76.5,52,包头鹿城南郊,5,2014
1304,苏州锦富新材,SZJF,杯,2,Suzhou Jinfu,4,4,1,0,4,75,53,苏州锦富新材,1,2014
1305,宁波银博,NBQA,丙,5,Ningbo Yinbo,22,25,4,3,13,71.5,54,宁波银博材源帝,4,2014
1306,长春地铁,CCSB,丙,3,Changchun Subway,18,22,3,4,10,65,55,长春地铁,4,2014
1307,四川隆发,SCLF,乙,3,Sichuan Longfor,23,14,8,-9,16,64.286,56,四川隆发,5,2014
1308,武汉新纪元,WHNE,丙,2,Wuhan New Era,20,20,4,0,10,59.5,57,武汉新纪元,4,2014
1309,西安高新热力,XAHTH,丙,2,Xi'an High-tech heat,23,26,4,3,10,58,58,西安高新热力,4,2014
1310,天津京铁火车头,TJHCT,乙,3,Jingtie Locomotive,25,8,11,-17,16,57.829,59,天津火车头,2,2014
1311,杭州芝浦,HZZP,杯,1,Hangzhou Zhipu,7,4,1,-3,3,56.25,60,杭州芝浦,1,2014
1312,大连湾前关,DLWQG,资,1,Dalianwan Qianguan,7,16,2,9,5,55,61,大连湾前关,2,2014
1313,武汉东风本田,WHDH,丙,2,Wuhan Dongfeng Honda,24,12,6,-12,10,48,62,武汉东风本田,2,2014
1314,河北精英,HEEL,乙,3,Hebei Elite,33,14,10,-19,15,43.026,63,河北精英,2,2014
1315,湖北华创工程,HBHC,丙,3,Hubei Huachuang,5,22,1,17,7,40,64,湖北华创工程,3,2014
1316,青岛鲲鹏,QDKP,杯,0,Qingdao Kunpeng,3,2,1,-1,2,37.5,65,青岛鲲鹏,1,2014
1317,沈阳河畔,SYHP,丙,0,Shenyang Hepan,9,9,2,0,4,37.5,66,沈阳河畔,2,2014
1318,上海嘉定博击,SHBK,丙,1,Shanghai Boji,4,13,2,9,6,35,67,上海嘉定城发,3,2014
1319,河北英利,HEYL,丙,1,Hebei Yingli,9,19,1,10,5,30,68,河北英利,3,2014
1320,柳州柳粤,LZLY,丙,1,Liuzhou Liuyue,9,8,3,-1,6,30,69,广西金嗓子,2,2014
1321,河南东方今典,HAOC,丙,1,Henan Oriental Classic,9,16,2,7,5,27.5,70,河南东方今典,2,2014
1322,山东滕鼎,SDTD,乙,2,Shandong Tengding,31,10,11,-21,15,27.237,71,山东滕鼎,2,2014
1323,黑龙江田丰油化,DQTF,丙,2,Heilongjiang Tianfeng,23,10,5,-13,8,26.75,72,大庆田丰油化,1,2014
1324,广州正一,GZAA,丙,0,Guangzhou Are A FC,9,12,2,3,5,25,73,广州花都正一,3,2014
1325,普洱万豪,PEWH,乙,4,Pu'er Wanghao,27,3,11,-24,16,25,74,蒙自万豪,1,2014
1326,南京坤宁,NJCN,资,0,Nianjing Cunin Fluid,6,6,2,0,3,22.5,75,南京坤宁,1,2014
1327,广东昊昕,GDHX,资,0,Guangdong Haoxin,7,3,2,-4,3,22.5,76,广东昊昕,1,2014
1328,呼市华鹰,HHHY,丙,1,Hohhot Huaying,11,7,2,-4,5,22.5,77,呼市华鹰,2,2014
1329,昆明钻石年代,KMDA,丙,0,Kunming Diamond Age,10,11,3,1,5,20,78,昆明金爵,2,2014
1330,厦门东屿行,XMDYH,丙,1,Xiamen Dongyuhang,8,7,2,-1,5,20,79,厦门东屿行,2,2014
1331,乌市哈提拉,WRHTR,丙,0,Urumqi Hatira,5,11,2,6,4,17.5,80,乌市哈提拉,2,2014
1332,上海慕时DIB,SHDIB,丙,3,Shanghai DIB FC,7,9,1,2,5,17.5,81,上海诚丰DIB,1,2014
1333,淄博星期天,ZBSUN,杯,1,Zibo Sunday,1,1,0,0,1,15,82,淄博星期天,0,2014
1334,阳江海源,YJHY,资,1,Yangjiang Haiyuan,5,7,1,2,3,15,83,阳江恒佳海源,1,2014
1335,山东淄博张钢,SDST,丙,1,Shandong STEEL,11,10,3,-1,5,15,84,山东淄博张钢,1,2014
1336,西安中深实业,XAZS,丙,1,Xi'an Zhongshen Industries,7,3,3,-4,5,15,85,西安中深实业,1,2014
1337,湖南体彩,HNTC,丙,1,Hunan Ticai,7,2,3,-5,5,15,86,湖南体彩,1,2014
1338,重庆交通开投,CQUT,丙,1,Chongqing UT D&I,14,8,3,-6,5,15,87,重庆畅通卡,1,2014
1339,南京金基地产,NJGP,丙,2,Nanjing Gold Pedestal,14,8,2,-6,5,15,88,南京金基地产,1,2014
1340,重庆北碚,CQBP,丙,1,Chongqi Beibei Team,10,4,3,-6,5,15,89,重庆北碚,1,2014
1341,福建超越,FJBR,乙,3,Fujian Broncos,37,3,13,-34,16,10.714,90,福建超越,0,2014
1342,西安蔡伦纸业,XACLP,资,2,Xi'an Cailun Paper,5,2,1,-3,3,10,91,西安蔡伦纸业,0,2014
1343,抚顺中兴重工,FSSTX,丙,0,Fushun STX,11,5,3,-6,4,10,92,抚顺中兴重工,1,2014
1344,武汉体育学院,WHSU.,丙,0,Fujian Goomax,11,8,4,-3,5,10,93,福建固美,1,2014
1345,大连台安,DLTA,杯,0,Dalian Tai'an Brother,1,0,1,-1,1,7.5,94,大连台安老哥们,0,2014
1346,延边龙图,YBLT,丙,1,Yanbian L&T Team,21,8,4,-13,5,7.5,95,延边龙图,0,2014
1347,成都高新中和联,CDGZU,资,0,Chengdu Gaoxin Zhonghe U,4,2,2,-2,2,5,96,成都高新中和联,0,2014
1348,桂林天龙,GLTL,资,0,Guilin Tianlong,7,2,2,-5,2,5,97,桂林天龙,0,2014
1349,贵港皓宇,GGHY,资,0,Guigang Haoyu,23,0,3,-23,3,5,98,贵港皓宇,0,2014
1350,咸阳康多,XYKD,丙,0,Xianyang Kangduo,11,2,4,-9,4,2.5,99,咸阳康多,0,2014
1351,哈尔滨温氏兄弟,HRBWB,丙,0,Harbin Wens brothers,18,1,4,-17,4,2.5,100,哈尔滨温氏兄弟,0,2014
1352,濮阳中原油田,PYZO4,丙,0,Puyang ZPEB Oil 4th FC,39,4,4,-35,4,2.5,101,濮阳中原油田,0,2014
1353,山东永胜建设,SDYS,丙,0,Shandong Yongsheng C.,20,1,5,-19,5,2.5,102,山东永胜建设,0,2014
1354,扬州惜缘,YZXY,丙,0,Yangzhou Xiyuan,34,5,5,-29,5,2.5,103,扬州新琪祥,0,2014
1355,天津万腾,TJWT,丙,0,Tianjin Wanteng,1,3,1,2,2,0,104,天津万腾,1,2014
1356,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名/冠名,胜,2015
1357,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2015
1358,广州恒大淘宝,GZEG,亚,15,Guangzhou Evergrande Taobao,50,94,7,44,49,1195,1,广州恒大淘宝,27,2015
1359,北京国安,BJGA,亚,11,Beijing Guoan,34,58,9,24,41,817.5,2,北京国安,21,2015
1360,山东鲁能泰山,SDLT,亚,8,Shandong Luneng Taishan,64,88,12,24,42,803.75,3,山东鲁能泰山,22,2015
1361,上海上港集团,SHSIP,超,9,Shanghai SIPG,40,70,3,30,33,740,4,上海上港集团,21,2015
1362,上海绿地申花,SHGL,超,9,Shanghai Greenland Shenhua,51,57,12,6,37,588.75,5,上海绿地申花,16,2015
1363,河南建业,HAJY,超,11,Henan Jianye,32,43,8,11,33,550,6,河南建业,14,2015
1364,江苏国信舜天,JSST,超,10,Jiangsu Guoxin-Sainty,52,54,13,2,37,537.5,7,江苏国信舜天,14,2015
1365,广州富力,GZRF,亚,8,Guangzhou R&F,57,46,20,-11,40,470,8,广州富力,12,2015
1366,石家庄永昌,SJZEB,超,15,Shijiazhuang Ever Bright,32,34,8,2,31,412.5,9,石家庄永昌,8,2015
1367,北京控股,BJEG,甲,6,Beijing Enterprises,36,55,10,19,36,403.75,10,北京北控燕京,20,2015
1368,重庆力帆,CQLF,超,8,Chongqing Lifan,57,40,14,-17,32,402.5,11,重庆力帆,10,2015
1369,贵州人和,SNBR,超,9,Guizhou Renhe,54,43,15,-11,33,380,12,贵州人和茅台,9,2015
1370,长春亚泰,CCYT,超,11,Changchun Yatai,48,39,12,-9,31,372.5,13,长春亚泰,8,2015
1371,杭州绿城,ZJGT,超,10,Hangzhou Greentown,39,29,14,-10,32,371.25,14,杭州绿城,8,2015
1372,河北中基,HECF,甲,7,Hebei China Fortune,32,56,7,24,33,363.75,15,河北华夏幸福,19,2015
1373,天津泰达,TJTED,超,10,Tianjin TEDA,48,43,14,-5,32,362.5,16,天津泰达权健,8,2015
1374,延边长白山,YBFC,甲,11,Yanbian Baekdu,28,60,4,32,32,338.75,17,延边长白山,17,2015
1375,辽宁FC,LNFC,超,10,Liaoning FC,50,30,14,-20,31,332.5,18,辽宁盘锦宏运,7,2015
1376,新疆天山雪豹,HBCK,甲,10,Xinjiang Tianshan Leopard,56,48,12,-8,34,288.75,19,新疆达坂城纳欢,12,2015
1377,青岛中能,QDJN,甲,9,Qingdao Jonoon,42,31,12,-11,33,268.75,20,青岛中能,12,2015
1378,内蒙古中优,SXJY,甲,7,Nei Mongol Zhongyou,33,39,12,6,32,260,21,呼和浩特中优,13,2015
1379,哈尔滨毅腾,DLYT,甲,14,Harbin Yiteng,32,43,6,11,31,250,22,哈尔滨毅腾,11,2015
1380,梅州客家,MZKJ,乙,4,Meizhou Kejia,18,59,3,41,22,229.67,23,梅州客家,15,2015
1381,大连超越,DLTR,乙,7,Dalian Transcendence,16,51,1,35,22,225.46,24,大连超越,14,2015
1382,上海申鑫,SHHY,超,6,Shanghai Shenxin,70,30,21,-40,31,200,25,上海申鑫,4,2015
1383,武汉卓尔,WHZL,甲,12,Wuhan Zall,31,31,11,0,31,195,26,武汉卓尔,8,2015
1384,武汉宏兴,WHHX,丙15,2,Wuhan Hongxing,15,37,3,22,16,190,27,武汉宏兴,11,2015
1385,深圳FC,SZRB,甲,14,Shenzhen FC,51,39,12,-12,32,188.75,28,深圳宇恒,6,2015
1386,贵州智诚,GZZC,甲,7,Guizhou Zhicheng,61,41,17,-20,32,183.75,29,贵州智诚,8,2015
1387,青岛海牛,QDHY,甲,12,Qingdao Hainiu,40,26,12,-14,31,180,30,青岛黄海海牛,7,2015
1388,江西联盛,JJLS,甲,9,Jiangxi Liansheng,53,38,18,-15,33,178.75,31,江西联盛,6,2015
1389,苏州东吴,SZJF,丙15,4,Suzhou Dongwu,3,38,0,35,15,174.5,32,苏州东吴,11,2015
1390,大连阿尔滨,DLARB,甲,4,Dalian Aerbin,20,29,6,9,18,170,33,大连阿尔滨,8,2015
1391,北京理工,BJBIT,甲,6,Beijing BIT,65,41,17,-24,31,167.5,34,北京理工鑫苑,8,2015
1392,大连阿尔滨,DLYF,甲,3,Dalian Aerbin,4,20,1,16,14,165,35,大连一方,10,2015
1393,四川隆发,SCXDH,乙,8,Sichuan Longfor,21,30,4,9,21,160.13,36,四川鑫达海,9,2015
1394,湖南湘涛,HNBL,甲,5,Hunan Billows,49,32,18,-17,31,160,37,湖南湘涛科云达,8,2015
1395,丽江嘉云昊,LJJYH,乙,4,Lijiang Jiayunhao,18,22,6,4,18,142.24,38,丽江嘉云昊,8,2015
1396,安徽力天,AHLT,乙,6,Anhui Litian,19,24,5,5,17,135.2,39,安徽力天徽商,6,2015
1397,天津京铁火车头,TJHCT,乙,5,Jingtie Locomotive,24,29,6,5,18,134.34,40,火车头圆方铝材,7,2015
1398,河北精英,HEEL,乙,6,Hebei Elite,15,23,5,8,18,131.84,41,河北精英传媒,7,2015
1399,包头南郊,BTNJ,乙,6,Baotou Nanjiao,14,25,4,11,16,123.95,42,内蒙古明华,6,2015
1400,广西龙桂达,GXLGD,乙,2,Guangxi Longguida,26,11,11,-15,16,116.45,43,广西龙桂达,3,2015
1401,南京钱宝,NJQB,乙,6,Nanjing Qianbao,27,34,7,7,20,115.99,44,南京钱宝,7,2015
1402,梅州梅县客家,MXTH,乙,6,Meixian Hakka,11,16,4,5,17,112.24,45,梅县铁汉生态,7,2015
1403,青岛鲲鹏,QDKP,丙15,4,Qingdao Kunpeng,13,32,2,19,13,109.75,46,青岛鲲鹏,7,2015
1404,天津松江,TJSJ,甲,7,Tianjin Songjiang,25,17,8,-8,18,108.75,47,天津松江,3,2015
1405,天津松江,TJQJ,甲,3,Tianjin Songjiang,10,12,5,2,14,105,48,天津权健,6,2015
1406,山西龙城至盛,TYZS,丙15,5,Shanxi Longcheng Zhisheng,16,25,2,9,13,104,49,山西龙城千朝实业,6,2015
1407,武汉新纪元,WHNE,丙15,0,Wuhan New Era,9,13,2,4,7,97.5,50,武汉新纪元,5,2015
1408,银川贺兰山,YCHLS,乙,3,Yinchuan Helanshan,25,17,9,-8,16,88.421,51,宁夏杞动力,4,2015
1409,保定英利易通,BDRD,乙,5,Baoding Yingli Yitong,17,26,4,9,14,78.947,52,保定容大,5,2015
1410,大连龙卷风,DLTO,丙15,1,Dalian Tornado,3,21,2,18,9,78.5,53,大连龙卷风,6,2015
